fy,fund,agency,source,interfund_trans,from_fund,source_name,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,source_name_AWM,rev_type,rev_type_name,amnesty,local,type_assigned
2004,63,482,9006,0,.,PRIOR YEAR REFUND,25148.08,rev IOC 13.08.02,NA,NA,NA,NA,63,63,0,NA,1,PUBLIC HEALTH SERVICES,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,65,532,9006,0,.,PRIOR YEAR REFUND,3371.93,rev IOC 13.08.02,NA,NA,NA,NA,65,65,0,NA,1,U S ENVIRONMENTAL PROTECTION,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,72,532,9006,0,.,PRIOR YEAR REFUND,6495.59,rev IOC 13.08.02,NA,NA,NA,NA,72,72,0,NA,1,UNDERGROUND STORAGE TANK,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,72,592,9006,0,.,PRIOR YEAR REFUND,2180.5,rev IOC 13.08.02,NA,NA,NA,NA,72,72,0,NA,1,UNDERGROUND STORAGE TANK,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,78,420,9006,0,.,PRIOR YEAR REFUND,14273.15,rev IOC 13.08.02,NA,NA,NA,NA,78,78,0,NA,1,SOLID WASTE MANAGEMENT,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,81,444,9006,0,.,PRIOR YEAR REFUND,970156.17,rev IOC 13.08.02,NA,NA,NA,NA,81,81,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,81,528,9006,0,.,PRIOR YEAR REFUND,52.35,rev IOC 13.08.02,NA,NA,NA,NA,81,81,0,NA,1,VOCATIONAL REHABILITATION,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,85,340,9006,0,.,PRIOR YEAR REFUND,52.04,rev IOC 13.08.02,NA,NA,NA,NA,85,85,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,91,532,9006,0,.,PRIOR YEAR REFUND,23762,rev IOC 13.08.02,NA,NA,NA,NA,91,91,0,NA,1,CLEAN AIR ACT (CAA) PERMIT,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,92,691,9006,0,.,PRIOR YEAR REFUND,2750,rev IOC 13.08.02,NA,NA,NA,NA,92,92,0,NA,1,FEDERAL CONGRESS TEACHR SCHL,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,94,418,9006,0,.,PRIOR YEAR REFUND,110552.52,rev IOC 13.08.02,NA,NA,NA,NA,94,94,0,NA,1,DCFS TRAINING,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,96,360,9006,0,.,PRIOR YEAR REFUND,23616.19,rev IOC 13.08.02,NA,NA,NA,NA,96,96,0,NA,0,CEMETERY CONSUMER PROTECTION,I,State Trust Funds,0,0,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,100,444,9006,0,.,PRIOR YEAR REFUND,100000,rev IOC 13.08.02,NA,NA,NA,NA,100,100,0,NA,1,ASSISTANCE TO THE HOMELESS,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,9116,427,9006,0,.,PRIOR YEAR REFUND,2651.26,rev IOC 13.08.02,NA,NA,NA,NA,0116-A,116,1,2007,1,EMPLOYMENT SECURITY ADMIN,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,117,290,9006,0,.,PRIOR YEAR REFUND,664.99,rev IOC 13.08.02,NA,NA,NA,NA,117,117,0,NA,1,ST APPELLATE DEFENDER FEDERAL,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,129,492,9006,0,.,PRIOR YEAR REFUND,623.2,rev IOC 13.08.02,NA,NA,NA,NA,129,129,0,NA,1,STATE GAMING,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,131,558,9006,0,.,PRIOR YEAR REFUND,26.22,rev IOC 13.08.02,NA,NA,NA,NA,131,131,0,NA,1,COUNCIL ON DEV DISABILITIES,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,141,420,9006,0,.,PRIOR YEAR REFUND,32381.93,rev IOC 13.08.02,NA,NA,NA,NA,141,141,0,NA,1,CAPITAL DEVELOPMENT,E,Bond Financed Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,141,422,9006,0,.,PRIOR YEAR REFUND,46144.92,rev IOC 13.08.02,NA,NA,NA,NA,141,141,0,NA,1,CAPITAL DEVELOPMENT,E,Bond Financed Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,141,511,9006,0,.,PRIOR YEAR REFUND,41365.8,rev IOC 13.08.02,NA,NA,NA,NA,141,141,0,NA,1,CAPITAL DEVELOPMENT,E,Bond Financed Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,141,664,9006,0,.,PRIOR YEAR REFUND,178.24,rev IOC 13.08.02,NA,NA,NA,NA,141,141,0,NA,1,CAPITAL DEVELOPMENT,E,Bond Financed Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,156,546,9006,0,.,PRIOR YEAR REFUND,102.71,rev IOC 13.08.02,NA,NA,NA,NA,156,156,0,NA,1,MOTOR VEHICLE THEFT PREVENTION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,159,586,9006,0,.,PRIOR YEAR REFUND,5749.82,rev IOC 13.08.02,NA,NA,NA,NA,159,159,0,NA,1,SBE TEACHER CERTIFICATION INST,I,State Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,173,588,9006,0,.,PRIOR YEAR REFUND,8.65,rev IOC 13.08.02,NA,NA,NA,NA,173,173,0,NA,1,EMERGENCY PLANNING & TRAINING,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,183,586,9006,0,.,PRIOR YEAR REFUND,42112,rev IOC 13.08.02,NA,NA,NA,NA,0183-B,183,2,NA,0,POSTTRAUMATIC STRESS AWARENESS,G,Federal Trust Funds,0,0,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,184,559,9006,0,.,PRIOR YEAR REFUND,9937.92,rev IOC 13.08.02,NA,NA,NA,NA,184,184,0,NA,1,ICJIA VIOLENCE PREVENTION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,185,350,9006,0,.,PRIOR YEAR REFUND,17538.56,rev IOC 13.08.02,NA,NA,NA,NA,185,185,0,NA,1,SECRETARY OF STATE SPEC LIC PL,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,195,370,9006,0,.,PRIOR YEAR REFUND,770.27,rev IOC 13.08.02,NA,NA,NA,NA,195,195,0,NA,1,IPTIP ADMINISTRATIVE TR,I,State Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,207,532,9006,0,.,PRIOR YEAR REFUND,109.58,rev IOC 13.08.02,NA,NA,NA,NA,207,207,0,NA,0,POLLUTION CONTROL BOARD ST TR,I,State Trust Funds,0,0,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,215,511,9006,0,.,PRIOR YEAR REFUND,687.2,rev IOC 13.08.02,NA,NA,NA,NA,215,215,0,NA,1,CAPITAL DEVELOP BRD REVOLVING,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,220,418,9006,0,.,PRIOR YEAR REFUND,795315.72,rev IOC 13.08.02,NA,NA,NA,NA,220,220,0,NA,1,DCFS CHILDREN'S SERVICES,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,238,482,9006,0,.,PRIOR YEAR REFUND,1093.55,rev IOC 13.08.02,NA,NA,NA,NA,238,238,0,NA,1,IL HEALTH FACILITIES PLANNING,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,244,440,9006,0,.,PRIOR YEAR REFUND,959.18,rev IOC 13.08.02,NA,NA,NA,NA,244,244,0,NA,1,SAVINGS & RESID FINANCE REG,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,262,201,9006,0,.,PRIOR YEAR REFUND,12753.43,rev IOC 13.08.02,NA,NA,NA,NA,262,262,0,NA,1,MANDATORY ARBITRATION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,276,444,9006,0,.,PRIOR YEAR REFUND,20180,rev IOC 13.08.02,NA,NA,NA,NA,276,276,0,NA,1,DRUNK&DRUGGED DRIVING PREVENT,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,278,492,9006,0,.,PRIOR YEAR REFUND,152626.5,rev IOC 13.08.02,NA,NA,NA,NA,278,278,0,NA,0,INCOME TAX REFUND,D,Special State Funds,0,0,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,290,406,9006,0,.,PRIOR YEAR REFUND,10750.81,rev IOC 13.08.02,NA,NA,NA,NA,290,290,0,NA,1,FERTILIZER CONTROL,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,295,350,9006,0,.,PRIOR YEAR REFUND,38.15,rev IOC 13.08.02,NA,NA,NA,NA,295,295,0,NA,0,SECRETARY OF STATE INTERAGENCY,I,State Trust Funds,0,0,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,301,426,9006,0,.,PRIOR YEAR REFUND,476.2,rev IOC 13.08.02,NA,NA,NA,NA,301,301,0,NA,1,WORKING CAPITAL REVOLVING,H,Revolving Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,303,416,9006,0,.,PRIOR YEAR REFUND,28.86,rev IOC 13.08.02,NA,NA,NA,NA,303,303,0,NA,1,STATE GARAGE REVOLVING,H,Revolving Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,312,416,9006,0,.,PRIOR YEAR REFUND,1098.6,rev IOC 13.08.02,NA,NA,NA,NA,312,312,0,NA,1,COMMUNICATIONS REVOLVING,H,Revolving Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,333,466,9006,0,.,PRIOR YEAR REFUND,63.4,rev IOC 13.08.02,NA,NA,NA,NA,333,333,0,NA,1,FEDERAL SUPPORT AGREEMENT REV,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,339,684,9006,0,.,PRIOR YEAR REFUND,119379.32,rev IOC 13.08.02,NA,NA,NA,NA,339,339,0,NA,1,IL COMM COLL BRD CONTRCT & GRT,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,343,444,9006,0,.,PRIOR YEAR REFUND,57646.98,rev IOC 13.08.02,NA,NA,NA,NA,343,343,0,NA,1,FEDERAL NATNL COMM SERVICES,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,353,422,9006,0,.,PRIOR YEAR REFUND,639.71,rev IOC 13.08.02,NA,NA,NA,NA,353,353,0,NA,1,STATE PHEASANT,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,386,440,9006,0,.,PRIOR YEAR REFUND,350,rev IOC 13.08.02,NA,NA,NA,NA,386,386,0,NA,1,APPRAISAL ADMINISTRATION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,391,422,9006,0,.,PRIOR YEAR REFUND,2915.31,rev IOC 13.08.02,NA,NA,NA,NA,391,391,0,NA,1,IL HABITAT,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,9392,586,9006,0,.,PRIOR YEAR REFUND,62813.65,rev IOC 13.08.02,NA,NA,NA,NA,0392-A,392,1,2021,1,SBE FEDERAL DEPT OF LABOR,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,408,444,9006,0,.,PRIOR YEAR REFUND,95372.15,rev IOC 13.08.02,NA,NA,NA,NA,408,408,0,NA,1,DHS SPECIAL PURPOSE TRUST,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,410,586,9006,0,.,PRIOR YEAR REFUND,263536.79,rev IOC 13.08.02,NA,NA,NA,NA,410,410,0,NA,1,SBE FEDERAL DEPT OF AGRI,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,420,691,9006,0,.,PRIOR YEAR REFUND,7581,rev IOC 13.08.02,NA,NA,NA,NA,420,420,0,NA,1,MONETARY AWARD PROGRAM RESERVE,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,421,444,9006,0,.,PRIOR YEAR REFUND,1012,rev IOC 13.08.02,NA,NA,NA,NA,421,421,0,NA,1,PUBLIC AID RECOVERIES TRUST,I,State Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,447,497,9006,0,.,PRIOR YEAR REFUND,41.91,rev IOC 13.08.02,NA,NA,NA,NA,447,447,0,NA,1,GI EDUCATION,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,455,557,9006,0,.,PRIOR YEAR REFUND,9288.23,rev IOC 13.08.02,NA,NA,NA,NA,455,455,0,NA,1,IL STATE TOLL HIGHWAY REVENUE,I,State Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,470,350,9006,0,.,PRIOR YEAR REFUND,3948.12,rev IOC 13.08.02,NA,NA,NA,NA,470,470,0,NA,1,LIBRARY SERVICES,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,476,406,9006,0,.,PRIOR YEAR REFUND,303.23,rev IOC 13.08.02,NA,NA,NA,NA,476,476,0,NA,1,WHOLESOME MEAT,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,479,589,9006,0,.,PRIOR YEAR REFUND,1217055.41,rev IOC 13.08.02,NA,NA,NA,NA,479,479,0,NA,0,STATE EMPLOYEES RETIREMENT SYS,I,State Trust Funds,0,0,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,482,370,9006,0,.,PRIOR YEAR REFUND,5416.97,rev IOC 13.08.02,NA,NA,NA,NA,482,482,0,NA,1,UNCLAIMED PROPERTY TRUST,I,State Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,483,350,9006,0,.,PRIOR YEAR REFUND,12597.09,rev IOC 13.08.02,NA,NA,NA,NA,483,483,0,NA,1,SECRETARY OF STATE SPEC SERV,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,488,546,9006,0,.,PRIOR YEAR REFUND,6620730.99,rev IOC 13.08.02,NA,NA,NA,NA,488,488,0,NA,1,CRIMINAL JUSTICE TRUST,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,491,588,9006,0,.,PRIOR YEAR REFUND,56898.98,rev IOC 13.08.02,NA,NA,NA,NA,491,491,0,NA,1,FEDERAL AID DISASTER,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,495,444,9006,0,.,PRIOR YEAR REFUND,4248.45,rev IOC 13.08.02,NA,NA,NA,NA,495,495,0,NA,1,OLD AGE SURVIVORS INSURANCE,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,497,588,9006,0,.,PRIOR YEAR REFUND,1093.02,rev IOC 13.08.02,NA,NA,NA,NA,497,497,0,NA,1,FEDERAL CIVIL PREPARED ADMIN,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,502,444,9006,0,.,PRIOR YEAR REFUND,245721.37,rev IOC 13.08.02,NA,NA,NA,NA,502,502,0,NA,1,EARLY INTERVENTION SERVICE REV,I,State Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,514,493,9006,0,.,PRIOR YEAR REFUND,26.19,rev IOC 13.08.02,NA,NA,NA,NA,514,514,0,NA,1,STATE ASSET FORFEITURE,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,515,492,9006,0,.,PRIOR YEAR REFUND,3864.07,rev IOC 13.08.02,NA,NA,NA,NA,515,515,0,NA,1,LOCAL GOVERNMENT DISTRIBUTIVE,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,523,426,9006,0,.,PRIOR YEAR REFUND,162129.6,rev IOC 13.08.02,NA,NA,NA,NA,523,523,0,NA,1,DEPT OF CORRECTIONS REIMBURSEM,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,524,482,9006,0,.,PRIOR YEAR REFUND,21559.53,rev IOC 13.08.02,NA,NA,NA,NA,524,524,0,NA,1,HEALTH FACILITY PLAN REVIEW,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,536,493,9006,0,.,PRIOR YEAR REFUND,3.87,rev IOC 13.08.02,NA,NA,NA,NA,536,536,0,NA,1,LEADS MAINTENANCE,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,542,340,9006,0,.,PRIOR YEAR REFUND,156,rev IOC 13.08.02,NA,NA,NA,NA,542,542,0,NA,1,AG COURT ORDER & VOL COMPLY,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,9544,586,9006,0,.,PRIOR YEAR REFUND,38384.73,rev IOC 13.08.02,NA,NA,NA,NA,0544-A,544,1,2021,1,SCHOOL TECHNOLOGY REVOLVING,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,550,420,9006,0,.,PRIOR YEAR REFUND,92147.16,rev IOC 13.08.02,NA,NA,NA,NA,550,550,0,NA,1,SUPPLEMENTAL LOW INCOME ENERGY,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,561,586,9006,0,.,PRIOR YEAR REFUND,4491543.28,rev IOC 13.08.02,NA,NA,NA,NA,561,561,0,NA,1,SBE FEDERAL DEPT OF EDUCATION,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,564,420,9006,0,.,PRIOR YEAR REFUND,58348,rev IOC 13.08.02,NA,NA,NA,NA,564,564,0,NA,1,RENEWABLE ENERGY RESOURCES TR,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,566,418,9006,0,.,PRIOR YEAR REFUND,209212.09,rev IOC 13.08.02,NA,NA,NA,NA,566,566,0,NA,1,DCFS FEDERAL PROJECTS,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,568,586,9006,0,.,PRIOR YEAR REFUND,274825.5,rev IOC 13.08.02,NA,NA,NA,NA,568,568,0,NA,1,SCHOOL INFRASTRUCTURE,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,569,586,9006,0,.,PRIOR YEAR REFUND,60110.85,rev IOC 13.08.02,NA,NA,NA,NA,569,569,0,NA,1,SCHOOL TECHNOLOGY REVOLV LN,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,571,420,9006,0,.,PRIOR YEAR REFUND,349336,rev IOC 13.08.02,NA,NA,NA,NA,571,571,0,NA,1,ENERGY EFFICIENCY TRUST,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,576,406,9006,0,.,PRIOR YEAR REFUND,9.84,rev IOC 13.08.02,NA,NA,NA,NA,576,576,0,NA,1,PESTICIDE CONTROL,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,581,546,9006,0,.,PRIOR YEAR REFUND,30418.61,rev IOC 13.08.02,NA,NA,NA,NA,581,581,0,NA,1,JUVENILE ACCT INCENTIVE BLOCK,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,592,444,9006,0,.,PRIOR YEAR REFUND,109733.94,rev IOC 13.08.02,NA,NA,NA,NA,592,592,0,NA,1,DHS FEDERAL PROJECTS,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,608,406,9006,0,.,PRIOR YEAR REFUND,134735.72,rev IOC 13.08.02,NA,NA,NA,NA,608,608,0,NA,1,PARTNERS FOR CONSERVATION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,608,422,9006,0,.,PRIOR YEAR REFUND,9514.2,rev IOC 13.08.02,NA,NA,NA,NA,608,608,0,NA,1,PARTNERS FOR CONSERVATION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,609,406,9006,0,.,PRIOR YEAR REFUND,1545.89,rev IOC 13.08.02,NA,NA,NA,NA,609,609,0,NA,1,PARTNERS FOR CONSERVATION PROJ,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,609,422,9006,0,.,PRIOR YEAR REFUND,33735.83,rev IOC 13.08.02,NA,NA,NA,NA,609,609,0,NA,1,PARTNERS FOR CONSERVATION PROJ,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,611,420,9006,0,.,PRIOR YEAR REFUND,711905.2,rev IOC 13.08.02,NA,NA,NA,NA,611,611,0,NA,1,FUND FOR ILLINOIS' FUTURE,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,611,586,9006,0,.,PRIOR YEAR REFUND,26934,rev IOC 13.08.02,NA,NA,NA,NA,611,611,0,NA,1,FUND FOR ILLINOIS' FUTURE,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,614,290,9006,0,.,PRIOR YEAR REFUND,4380.56,rev IOC 13.08.02,NA,NA,NA,NA,614,614,0,NA,1,CAPITAL LITIGATION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,614,370,9006,0,.,PRIOR YEAR REFUND,5.04,rev IOC 13.08.02,NA,NA,NA,NA,614,614,0,NA,1,CAPITAL LITIGATION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,617,511,9006,0,.,PRIOR YEAR REFUND,8.93,rev IOC 13.08.02,NA,NA,NA,NA,617,617,0,NA,0,CDB CONTRIBUTORY TRUST,I,State Trust Funds,0,0,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,618,402,9006,0,.,PRIOR YEAR REFUND,26487.56,rev IOC 13.08.02,NA,NA,NA,NA,618,618,0,NA,1,SERVICES FOR OLDER AMERICANS,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,619,497,9006,0,.,PRIOR YEAR REFUND,2252.5,rev IOC 13.08.02,NA,NA,NA,NA,619,619,0,NA,1,QUINCY VETERAN HOME,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,621,420,9006,0,.,PRIOR YEAR REFUND,177407.75,rev IOC 13.08.02,NA,NA,NA,NA,621,621,0,NA,1,INTERNATIONAL TOURISM,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,622,350,9006,0,.,PRIOR YEAR REFUND,22.38,rev IOC 13.08.02,NA,NA,NA,NA,622,622,0,NA,1,MOTOR VEHICLE LICENSE PLATE,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,632,579,9006,0,.,PRIOR YEAR REFUND,1753,rev IOC 13.08.02,NA,NA,NA,NA,632,632,0,NA,1,HORSE RACING,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,636,420,9006,0,.,PRIOR YEAR REFUND,95970.02,rev IOC 13.08.02,NA,NA,NA,NA,0636-B,636,2,NA,1,COMMERCE & COMM AFFAIRS ASST,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,637,493,9006,0,.,PRIOR YEAR REFUND,173.05,rev IOC 13.08.02,NA,NA,NA,NA,637,637,0,NA,1,STATE POLICE WIRELESS SERVICE,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,646,444,9006,0,.,PRIOR YEAR REFUND,3389.7,rev IOC 13.08.02,NA,NA,NA,NA,646,646,0,NA,1,ALCOHOLISM & SUBSTANCE ABUSE,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,663,691,9006,0,.,PRIOR YEAR REFUND,159163.17,rev IOC 13.08.02,NA,NA,NA,NA,663,663,0,NA,1,FEDERAL STUDENT LOAN,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,664,691,9006,0,.,PRIOR YEAR REFUND,4658.49,rev IOC 13.08.02,NA,NA,NA,NA,664,664,0,NA,1,STUDENT LOAN OPERATION,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,668,370,9006,0,.,PRIOR YEAR REFUND,1373.83,rev IOC 13.08.02,NA,NA,NA,NA,668,668,0,NA,1,COLLEGE SAVINGS POOL ADMINISTR,I,State Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,9683,492,9006,0,.,PRIOR YEAR REFUND,37,rev IOC 13.08.02,NA,NA,NA,NA,0683-A,683,0,NA,1,HOMEOWNERS TAX RELIEF FUND,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,692,684,9006,0,.,PRIOR YEAR REFUND,39175,rev IOC 13.08.02,NA,NA,NA,NA,692,692,0,NA,1,ICCB ADULT EDUCATION,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,700,444,9006,0,.,PRIOR YEAR REFUND,5397440.7,rev IOC 13.08.02,NA,NA,NA,NA,700,700,0,NA,1,USDA WOMEN  INFANTS & CHILDREN,G,Federal Trust Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,728,478,9006,0,.,PRIOR YEAR REFUND,175,rev IOC 13.08.02,NA,NA,NA,NA,728,728,0,NA,1,DRUG REBATE FUND,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,733,420,9006,0,.,PRIOR YEAR REFUND,2335.07,rev IOC 13.08.02,NA,NA,NA,NA,733,733,0,NA,1,TOBACCO SETTLEMENT RECOVERY,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,733,444,9006,0,.,PRIOR YEAR REFUND,125.1,rev IOC 13.08.02,NA,NA,NA,NA,733,733,0,NA,1,TOBACCO SETTLEMENT RECOVERY,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,733,478,9006,0,.,PRIOR YEAR REFUND,45081.57,rev IOC 13.08.02,NA,NA,NA,NA,733,733,0,NA,1,TOBACCO SETTLEMENT RECOVERY,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
2004,733,492,9006,0,.,PRIOR YEAR REFUND,2674.59,rev IOC 13.08.02,NA,NA,NA,NA,733,733,0,NA,1,TOBACCO SETTLEMENT RECOVERY,D,Special State Funds,1,1,PRIOR YEAR REFUND,98,.,NA,NA,NA
