"","fy","fund","agency","source","interfund_trans","from_fund","source_name","receipts","data_source","fund_name","agency_name","fund_cat","fund_cat_name.x","fund_ab","fund_ioc","fund_re","a_end","in_ff","fund_name_ab","fund_category","fund_cat_name.y","in_ff_rev","in_ff_exp","source_name_AWM","rev_type","rev_type_name","amnesty","local","type_assigned","rev_type_name_COMPTROLLER","covid_dollars","employee_premiums","rev_type_new"
"52364",2017,"0429","458","2162",0,"9999","MS RESEARCH INSTANT GAME",477129,"rev ioc 17.11.29","MULTIPLE SCLEROSIS RESEARCH","STATE LOTTERY",NA,NA,"0429","0429","0",NA,"1","MULTIPLE SCLEROSIS RESEARCH","D","Special State Funds","1","1","MS RESEARCH INSTANT GAME","33","LOTTERY RECEIPTS",NA,NA,NA,"LOTTERY RECEIPTS",0,0,"33"
"52365",2018,"0429","458","2162",0,"9999","MS RESEARCH INSTANT GAME",552859,NA,"MULTIPLE SCLEROSIS RESEARCH","STATE LOTTERY",NA,NA,"0429","0429","0",NA,"1","MULTIPLE SCLEROSIS RESEARCH","D","Special State Funds","1","1","MS RESEARCH INSTANT GAME","33","LOTTERY RECEIPTS",NA,NA,NA,"LOTTERY RECEIPTS",0,0,"33"
"52366",2019,"0429","458","2162",0,"9999","MS RESEARCH INSTANT GAME",454778,"rev ioc 12.11.2019","MULTIPLE SCLEROSIS RESEARCH","STATE LOTTERY",NA,NA,"0429","0429","0",NA,"1","MULTIPLE SCLEROSIS RESEARCH","D","Special State Funds","1","1","MS RESEARCH INSTANT GAME","33","LOTTERY RECEIPTS",NA,NA,NA,"LOTTERY RECEIPTS",0,0,"33"
"52367",2020,"0429","458","2162",0,"9999","MS RESEARCH INSTANT GAME",347790,"rev ioc 03.11.2020","MULTIPLE SCLEROSIS RESEARCH","STATE LOTTERY",NA,NA,"0429","0429","0",NA,"1","MULTIPLE SCLEROSIS RESEARCH","D","Special State Funds","1","1","MS RESEARCH INSTANT GAME","33","LOTTERY RECEIPTS",NA,NA,NA,"LOTTERY RECEIPTS",0,0,"33"
"52368",2021,"0429","458","2162",NA,NA,"MS RESEARCH INSTANT GAME",1470068,NA,"MULTIPLE SCLEROSIS RESEARCH","STATE LOTTERY","D","SPECIAL STATE FUNDS","0429","0429","0",NA,"1","MULTIPLE SCLEROSIS RESEARCH","D","Special State Funds","1","1","MS RESEARCH INSTANT GAME","33","LOTTERY RECEIPTS",NA,NA,NA,"LOTTERY RECEIPTS",0,0,"33"
"52369",2022,"0429","458","2162",NA,NA,"MS RESEARCH INSTANT GAME",1376309,NA,"MULTIPLE SCLEROSIS RESEARCH","STATE LOTTERY",NA,NA,"0429","0429","0",NA,"1","MULTIPLE SCLEROSIS RESEARCH","D","Special State Funds","1","1","MS RESEARCH INSTANT GAME","33","LOTTERY RECEIPTS",NA,NA,NA,"LOTTERY RECEIPTS",0,0,"33"
"52370",2009,"0384","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",32492.69,"rev IOC 13.08.02",NA,NA,NA,NA,"0384","0384","0",NA,"1","TAX COMPLIANCE & ADMIN","D","Special State Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52371",2009,"0558","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",2283764.26,"rev IOC 13.08.02",NA,NA,NA,NA,"0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52372",2010,"0384","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",193147.77,"rev IOC 13.08.02",NA,NA,NA,NA,"0384","0384","0",NA,"1","TAX COMPLIANCE & ADMIN","D","Special State Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52373",2010,"0558","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",10886653.42,"rev IOC 13.08.02",NA,NA,NA,NA,"0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52374",2011,"0384","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",225991.92,"rev IOC 13.08.02",NA,NA,NA,NA,"0384","0384","0",NA,"1","TAX COMPLIANCE & ADMIN","D","Special State Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52375",2011,"0558","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",8604070.2,"rev IOC 13.08.02",NA,NA,NA,NA,"0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52376",2012,"0384","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",231442.99,"rev IOC 13.08.02",NA,NA,NA,NA,"0384","0384","0",NA,"1","TAX COMPLIANCE & ADMIN","D","Special State Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52377",2012,"0558","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",6564122.06,"rev IOC 13.08.02",NA,NA,NA,NA,"0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52378",2013,"0384","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",228527.95,"rev IOC 13.08.02",NA,NA,NA,NA,"0384","0384","0",NA,"1","TAX COMPLIANCE & ADMIN","D","Special State Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52379",2013,"0558","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",6457335.83,"rev IOC 13.08.02",NA,NA,NA,NA,"0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52380",2014,"0384","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",225480.54,"rev IOC 15.09.28","TAX COMPLIANCE & ADMIN","REVENUE",NA,NA,"0384","0384","0",NA,"1","TAX COMPLIANCE & ADMIN","D","Special State Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52381",2014,"0558","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",6427268.19,"rev IOC 15.09.28","FLOOD PREVENTION OCCUPATION","REVENUE",NA,NA,"0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52382",2015,"0384","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",232340.63,"rev ioc 16.01.07","TAX COMPLIANCE & ADMIN","REVENUE",NA,NA,"0384","0384","0",NA,"1","TAX COMPLIANCE & ADMIN","D","Special State Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52383",2015,"0558","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",6568160.58,"rev ioc 16.01.07","FLOOD PREVENTION OCCUPATION","REVENUE",NA,NA,"0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52384",2016,"0384","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",235693.01,"rev ioc 16.08.04","TAX COMPLIANCE & ADMIN","REVENUE",NA,NA,"0384","0384","0",NA,"1","TAX COMPLIANCE & ADMIN","D","Special State Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52385",2016,"0558","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",5722133.79,"rev ioc 16.08.04","FLOOD PREVENTION OCCUPATION","REVENUE",NA,NA,"0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52386",2017,"0384","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",237158.68,"rev ioc 17.11.29","TAX COMPLIANCE & ADMIN","REVENUE",NA,NA,"0384","0384","0",NA,"1","TAX COMPLIANCE & ADMIN","D","Special State Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52387",2017,"0558","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",5186677.12,"rev ioc 17.11.29","FLOOD PREVENTION OCCUPATION","REVENUE",NA,NA,"0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52388",2018,"0384","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",247685.92,NA,"TAX COMPLIANCE & ADMIN","REVENUE",NA,NA,"0384","0384","0",NA,"1","TAX COMPLIANCE & ADMIN","D","Special State Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52389",2018,"0558","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",11779575.81,NA,"FLOOD PREVENTION OCCUPATION","REVENUE",NA,NA,"0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52390",2019,"0384","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",169823.55,"rev ioc 12.11.2019","TAX COMPLIANCE & ADMIN","REVENUE",NA,NA,"0384","0384","0",NA,"1","TAX COMPLIANCE & ADMIN","D","Special State Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52391",2019,"0558","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",12369706.16,"rev ioc 12.11.2019","FLOOD PREVENTION OCCUPATION","REVENUE",NA,NA,"0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52392",2020,"0558","492","2163",0,"9999","FLOOD PREVENTION OCCUPATION TX",12148213.92,"rev ioc 03.11.2020","FLOOD PREVENTION OCCUPATION","REVENUE",NA,NA,"0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52393",2021,"0558","492","2163",NA,NA,"FLOOD PREVENTION OCCUPATION TX",13800271.26,NA,"FLOOD PREVENTION OCCUPATION","REVENUE","I","STATE TRUST FUNDS","0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52394",2022,"0558","492","2163",NA,NA,"FLOOD PREVENTION OCCUPATION TX",16384443.13,NA,"FLOOD PREVENTION OCCUPATION","REVENUE",NA,NA,"0558","0558","0",NA,"1","FLOOD PREVENTION OCCUPATION","I","State Trust Funds","1","1","FLOOD PREVENTION OCCUPATION TX","06","SALES TAXES, gross of local share",NA,NA,NA,"SALES TAXES",0,0,"06"
"52395",2009,"0652","493","2165",0,"9999","STATE POLICE ESCORT FEES",12075,"rev IOC 13.08.02",NA,NA,NA,NA,"0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52396",2010,"0652","493","2165",0,"9999","STATE POLICE ESCORT FEES",93907.5,"rev IOC 13.08.02",NA,NA,NA,NA,"0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52397",2011,"0652","493","2165",0,"9999","STATE POLICE ESCORT FEES",74722.5,"rev IOC 13.08.02",NA,NA,NA,NA,"0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52398",2012,"0652","493","2165",0,"9999","STATE POLICE ESCORT FEES",66720,"rev IOC 13.08.02",NA,NA,NA,NA,"0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52399",2013,"0652","493","2165",0,"9999","STATE POLICE ESCORT FEES",104700,"rev IOC 13.08.02",NA,NA,NA,NA,"0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52400",2014,"0652","493","2165",0,"9999","STATE POLICE ESCORT FEES",112380,"rev IOC 15.09.28","OVER DIMNSNL LOAD POLICE ESCRT","STATE POLICE",NA,NA,"0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52401",2015,"0652","493","2165",0,"9999","STATE POLICE ESCORT FEES",131760,"rev ioc 16.01.07","OVER DIMNSNL LOAD POLICE ESCRT","STATE POLICE",NA,NA,"0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52402",2016,"0652","493","2165",0,"9999","STATE POLICE ESCORT FEES",189300,"rev ioc 16.08.04","OVER DIMNSNL LOAD POLICE ESCRT","STATE POLICE",NA,NA,"0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52403",2017,"0652","493","2165",0,"9999","STATE POLICE ESCORT FEES",200940,"rev ioc 17.11.29","OVER DIMNSNL LOAD POLICE ESCRT","STATE POLICE",NA,NA,"0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52404",2018,"0652","493","2165",0,"9999","STATE POLICE ESCORT FEES",181800,NA,"OVER DIMNSNL LOAD POLICE ESCRT","STATE POLICE",NA,NA,"0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52405",2019,"0652","493","2165",0,"9999","STATE POLICE ESCORT FEES",310440,"rev ioc 12.11.2019","OVER DIMNSNL LOAD POLICE ESCRT","STATE POLICE",NA,NA,"0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52406",2020,"0652","493","2165",0,"9999","STATE POLICE ESCORT FEES",438868,"rev ioc 03.11.2020","OVER DIMNSNL LOAD POLICE ESCRT","STATE POLICE",NA,NA,"0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52407",2021,"0652","493","2165",NA,NA,"STATE POLICE ESCORT FEES",455260,NA,"OVER DIMNSNL LOAD POLICE ESCRT","STATE POLICE","D","SPECIAL STATE FUNDS","0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52408",2022,"0652","493","2165",NA,NA,"STATE POLICE ESCORT FEES",121950,NA,"OVER DIMNSNL LOAD POLICE ESCRT","STATE POLICE",NA,NA,"0652","0652","0",NA,"1","OVER DIMNSNL LOAD POLICE ESCRT","D","Special State Funds","1","1","STATE POLICE ESCORT FEES","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52409",2009,"0675","532","2166",0,"9999","ELECTRONIC PRODUCTS RECYCLING",129000,"rev IOC 13.08.02",NA,NA,NA,NA,"0675","0675","0",NA,"1","ELECTRONICS RECYCLING","D","Special State Funds","1","1","ELECTRONIC PRODUCTS RECYCLING","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52410",2010,"0675","532","2166",0,"9999","ELECTRONIC PRODUCTS RECYCLING",375000,"rev IOC 13.08.02",NA,NA,NA,NA,"0675","0675","0",NA,"1","ELECTRONICS RECYCLING","D","Special State Funds","1","1","ELECTRONIC PRODUCTS RECYCLING","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52411",2011,"0675","532","2166",0,"9999","ELECTRONIC PRODUCTS RECYCLING",400276,"rev IOC 13.08.02",NA,NA,NA,NA,"0675","0675","0",NA,"1","ELECTRONICS RECYCLING","D","Special State Funds","1","1","ELECTRONIC PRODUCTS RECYCLING","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52412",2012,"0675","532","2166",0,"9999","ELECTRONIC PRODUCTS RECYCLING",477808,"rev IOC 13.08.02",NA,NA,NA,NA,"0675","0675","0",NA,"1","ELECTRONICS RECYCLING","D","Special State Funds","1","1","ELECTRONIC PRODUCTS RECYCLING","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52413",2013,"0675","532","2166",0,"9999","ELECTRONIC PRODUCTS RECYCLING",485792,"rev IOC 13.08.02",NA,NA,NA,NA,"0675","0675","0",NA,"1","ELECTRONICS RECYCLING","D","Special State Funds","1","1","ELECTRONIC PRODUCTS RECYCLING","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52414",2014,"0675","532","2166",0,"9999","ELECTRONIC PRODUCTS RECYCLING",538058.1,"rev IOC 15.09.28","ELECTRONICS RECYCLING","ENVIRONMENTAL PROTECT AGENCY",NA,NA,"0675","0675","0",NA,"1","ELECTRONICS RECYCLING","D","Special State Funds","1","1","ELECTRONIC PRODUCTS RECYCLING","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52415",2015,"0675","532","2166",0,"9999","ELECTRONIC PRODUCTS RECYCLING",492857,"rev ioc 16.01.07","ELECTRONICS RECYCLING","ENVIRONMENTAL PROTECT AGENCY",NA,NA,"0675","0675","0",NA,"1","ELECTRONICS RECYCLING","D","Special State Funds","1","1","ELECTRONIC PRODUCTS RECYCLING","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52416",2016,"0675","532","2166",0,"9999","ELECTRONIC PRODUCTS RECYCLING",464413.53,"rev ioc 16.08.04","ELECTRONICS RECYCLING","ENVIRONMENTAL PROTECT AGENCY",NA,NA,"0675","0675","0",NA,"1","ELECTRONICS RECYCLING","D","Special State Funds","1","1","ELECTRONIC PRODUCTS RECYCLING","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52417",2017,"0675","532","2166",0,"9999","ELECTRONIC PRODUCTS RECYCLING",491351,"rev ioc 17.11.29","ELECTRONICS RECYCLING","ENVIRONMENTAL PROTECT AGENCY",NA,NA,"0675","0675","0",NA,"1","ELECTRONICS RECYCLING","D","Special State Funds","1","1","ELECTRONIC PRODUCTS RECYCLING","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52418",2018,"0675","532","2166",0,"9999","ELECTRONIC PRODUCTS RECYCLING",457276,NA,"ELECTRONICS RECYCLING","ENVIRONMENTAL PROTECT AGENCY",NA,NA,"0675","0675","0",NA,"1","ELECTRONICS RECYCLING","D","Special State Funds","1","1","ELECTRONIC PRODUCTS RECYCLING","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52419",2019,"0675","532","2166",0,"9999","ELECTRONIC PRODUCTS RECYCLING",23599,"rev ioc 12.11.2019","ELECTRONICS RECYCLING","ENVIRONMENTAL PROTECT AGENCY",NA,NA,"0675","0675","0",NA,"1","ELECTRONICS RECYCLING","D","Special State Funds","1","1","ELECTRONIC PRODUCTS RECYCLING","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52420",2009,"0953","422","2167",0,"9999","FEMA-1416",485967.87,"rev IOC 13.08.02",NA,NA,NA,NA,"0953","0953","0",NA,"1","STATE MIGRATORY WATERFOWL STAM","D","Special State Funds","1","1","FEMA-1416","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"52421",2010,"0953","422","2167",0,"9999","FEMA-1416",286452.41,"rev IOC 13.08.02",NA,NA,NA,NA,"0953","0953","0",NA,"1","STATE MIGRATORY WATERFOWL STAM","D","Special State Funds","1","1","FEMA-1416","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"52422",2011,"0953","422","2167",0,"9999","FEMA-1416",18072.21,"rev IOC 13.08.02",NA,NA,NA,NA,"0953","0953","0",NA,"1","STATE MIGRATORY WATERFOWL STAM","D","Special State Funds","1","1","FEMA-1416","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"52423",2012,"0953","422","2167",0,"9999","FEMA-1416",89436.05,"rev IOC 13.08.02",NA,NA,NA,NA,"0953","0953","0",NA,"1","STATE MIGRATORY WATERFOWL STAM","D","Special State Funds","1","1","FEMA-1416","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"52424",2013,"0953","422","2167",0,"9999","FEMA-1416",6317.82,"rev IOC 13.08.02",NA,NA,NA,NA,"0953","0953","0",NA,"1","STATE MIGRATORY WATERFOWL STAM","D","Special State Funds","1","1","FEMA-1416","57","Federal - Other",NA,NA,NA,"FEDERAL SOURCES",0,0,"57"
"52425",2009,"0237","493","2168",0,"9999","MEDICAID FRAUD INVESTIGATIONS",37500,"rev IOC 13.08.02",NA,NA,NA,NA,"0237","0237","0",NA,"1","MEDICAID FRAUD&ABUSE PREVENT","D","Special State Funds","1","1","MEDICAID FRAUD INVESTIGATIONS","78","All Other Sources",NA,NA,NA,"ALL OTHER SOURCES",0,0,"78"
"52426",2009,"0453","350","2169",0,"9999","MONITRING DEVICE PERMT ADM FEE",324900,"rev IOC 13.08.02",NA,NA,NA,NA,"0453","0453","0",NA,"1","MONITORING DEVICE DRVNG PERMIT","D","Special State Funds","1","1","MONITRING DEVICE PERMT ADM FEE","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52427",2010,"0453","350","2169",0,"9999","MONITRING DEVICE PERMT ADM FEE",1655534,"rev IOC 13.08.02",NA,NA,NA,NA,"0453","0453","0",NA,"1","MONITORING DEVICE DRVNG PERMIT","D","Special State Funds","1","1","MONITRING DEVICE PERMT ADM FEE","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52428",2011,"0453","350","2169",0,"9999","MONITRING DEVICE PERMT ADM FEE",1693980,"rev IOC 13.08.02",NA,NA,NA,NA,"0453","0453","0",NA,"1","MONITORING DEVICE DRVNG PERMIT","D","Special State Funds","1","1","MONITRING DEVICE PERMT ADM FEE","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52429",2012,"0453","350","2169",0,"9999","MONITRING DEVICE PERMT ADM FEE",1734265,"rev IOC 13.08.02",NA,NA,NA,NA,"0453","0453","0",NA,"1","MONITORING DEVICE DRVNG PERMIT","D","Special State Funds","1","1","MONITRING DEVICE PERMT ADM FEE","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52430",2013,"0453","350","2169",0,"9999","MONITRING DEVICE PERMT ADM FEE",1691231,"rev IOC 13.08.02",NA,NA,NA,NA,"0453","0453","0",NA,"1","MONITORING DEVICE DRVNG PERMIT","D","Special State Funds","1","1","MONITRING DEVICE PERMT ADM FEE","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
"52431",2014,"0453","350","2169",0,"9999","MONITRING DEVICE PERMT ADM FEE",1648307.95,"rev IOC 15.09.28","MONITORING DEVICE DRVNG PERMIT","SECRETARY OF STATE",NA,NA,"0453","0453","0",NA,"1","MONITORING DEVICE DRVNG PERMIT","D","Special State Funds","1","1","MONITRING DEVICE PERMT ADM FEE","39","LICENSES, FEES & REGISTRATIONS",NA,NA,NA,"LICENSES, FEES & REGISTRATIONS",0,0,"39"
